No,date,CP,Cycle20,Cycle80,Cycle320
51,09-06-2010,0.0616,  ,  ,  
52,09-07-2010,0.061239118,  ,  ,  
53,09-08-2010,0.061,  ,  ,  
54,09-09-2010,0.061114971,  ,  ,  
55,09-10-2010,0.061011524,  ,  ,  
56,09-11-2010,0.063620865,HIGH,  ,  
57,09-12-2010,0.0615,  ,  ,  
58,9/13/2010,0.06218,  ,  ,  
59,9/14/2010,0.06199,  ,  ,  
60,9/15/2010,0.0604,  ,  ,  
61,9/16/2010,0.0619,  ,  ,  
62,9/17/2010,0.060000526,LOW,  ,  
63,9/18/2010,0.061,  ,  ,  
64,9/19/2010,0.0627,HIGH,  ,  
65,9/20/2010,0.062101736,  ,  ,  
66,9/21/2010,0.06265,  ,  ,  
67,9/22/2010,0.06188187,  ,  ,  
68,9/23/2010,0.062153513,  ,  ,  
69,9/24/2010,0.0622,  ,  ,  
70,9/25/2010,0.06202,  ,  ,  
71,9/26/2010,0.062,  ,  ,  
72,9/27/2010,0.062200442,  ,  ,  
73,9/28/2010,0.061903898,  ,  ,  
74,9/29/2010,0.06191,  ,  ,  
75,9/30/2010,0.0619,  ,  ,  
76,10-01-2010,0.061973314,  ,  ,  
77,10-02-2010,0.0614,  ,  ,  
78,10-03-2010,0.061064868,LOW,  ,  
79,10-04-2010,0.061294477,  ,  ,  
80,10-05-2010,0.0614,  ,  ,  
81,10-06-2010,0.06281,  ,  ,  
82,10-07-2010,0.067,  ,  ,  
83,10-08-2010,0.084453108,  ,  ,  
84,10-09-2010,0.0938,  ,  ,  
85,10-10-2010,0.097146201,  ,  ,  
86,10-11-2010,0.095,  ,  ,  
87,10-12-2010,0.0949,  ,  ,  
88,10/13/2010,0.104865589,  ,  ,  
89,10/14/2010,0.102,  ,  ,  
90,10/15/2010,0.105,  ,  ,  
91,10/16/2010,0.101,  ,  ,  
92,10/17/2010,0.102,  ,  ,  
93,10/18/2010,0.1024,  ,  ,  
94,10/19/2010,0.097544892,  ,  ,  
95,10/20/2010,0.099,  ,  ,  
96,10/21/2010,0.107,  ,  ,  
97,10/22/2010,0.1025,  ,  ,  
98,10/23/2010,0.104556424,  ,  ,  
99,10/24/2010,0.11501,  ,  ,  
100,10/25/2010,0.139118553,  ,  ,  
101,10/26/2010,0.151,  ,  ,  
102,10/27/2010,0.1877,HIGH*,  ,  
103,10/28/2010,0.1731,LOW*,  ,  
104,10/29/2010,0.19,  ,  ,  
105,10/30/2010,0.197610544,  ,  ,  
106,10/31/2010,0.1925,  ,  ,  
107,11-01-2010,0.194525061,  ,  ,  
108,11-02-2010,0.1938,  ,  ,  
109,11-03-2010,0.1931,  ,  ,  
110,11-04-2010,0.229275161,  ,  ,  
111,11-05-2010,0.259112414,  ,  ,  
112,11-06-2010,0.400982303,HIGH,HIGH,  
113,11-07-2010,0.34,  ,  ,  
114,11-08-2010,0.243184629,  ,  ,  
115,11-09-2010,0.217272694,LOW,  ,  
116,11-10-2010,0.229549731,  ,  ,  
117,11-11-2010,0.2231,  ,  ,  
118,11-12-2010,0.2682,  ,  ,  
119,11/13/2010,0.276,  ,  ,  
120,11/14/2010,0.27904,  ,  ,  
121,11/15/2010,0.268464556,  ,  ,  
122,11/16/2010,0.225,  ,  ,  
123,11/17/2010,0.241939334,  ,  ,  
124,11/18/2010,0.269057791,  ,  ,  
125,11/19/2010,0.27829,  ,  ,  
126,11/20/2010,0.283015965,  ,  ,  
127,11/21/2010,0.27675,  ,  ,  
128,11/22/2010,0.285,HIGH,  ,  
129,11/23/2010,0.28295,  ,  ,  
130,11/24/2010,0.282905736,  ,  ,  
131,11/25/2010,0.28,  ,  ,  
132,11/26/2010,0.2844,  ,  ,  
133,11/27/2010,0.283,  ,  ,  
134,11/28/2010,0.271358679,  ,  ,  
135,11/29/2010,0.230559456,  ,  ,  
136,11/30/2010,0.2082,  ,  ,  
137,12-01-2010,0.2275,  ,  ,  
138,12-02-2010,0.255,  ,  ,  
139,12-03-2010,0.251060084,  ,  ,  
140,12-04-2010,0.205000526,  ,  ,  
141,12-05-2010,0.202850018,  ,  ,  
142,12-06-2010,0.204,  ,  ,  
143,12-07-2010,0.233420386,  ,  ,  
144,12-08-2010,0.2388,  ,  ,  
145,12-09-2010,0.199991694,LOW,LOW,  
146,12-10-2010,0.204,  ,  ,  
147,12-11-2010,0.228,  ,  ,  
148,12-12-2010,0.219853612,  ,  ,  
149,12/13/2010,0.227605237,  ,  ,  
150,12/14/2010,0.24669,  ,  ,  
151,12/15/2010,0.24,  ,  ,  
152,12/16/2010,0.24996,  ,  ,  
153,12/17/2010,0.242655815,  ,  ,  
154,12/18/2010,0.241,  ,  ,  
155,12/19/2010,0.2401,  ,  ,  
156,12/20/2010,0.267,HIGH*,  ,  
157,12/21/2010,0.241436002,LOW*,  ,  
158,12/22/2010,0.25,  ,  ,  
159,12/23/2010,0.249970128,  ,  ,  
160,12/24/2010,0.248,  ,  ,  
161,12/25/2010,0.2499,  ,  ,  
162,12/26/2010,0.264962127,  ,  ,  
163,12/27/2010,0.264785389,  ,  ,  
164,12/28/2010,0.281,  ,  ,  
165,12/29/2010,0.3,  ,  ,  
166,12/30/2010,0.3,  ,  ,  
167,12/31/2010,0.3,  ,  ,  
168,01-01-2011,0.3,  ,  ,  
169,01-02-2011,0.29997,  ,  ,  
170,01-03-2011,0.295,  ,  ,  
171,01-04-2011,0.29895,  ,  ,  
172,01-05-2011,0.298916302,  ,  ,  
173,01-06-2011,0.298,  ,  ,  
174,01-07-2011,0.32,  ,  ,  
175,01-08-2011,0.3229,  ,  ,  
176,01-09-2011,0.323,  ,  ,  
177,01-10-2011,0.32659,  ,  ,  
178,01-11-2011,0.32659,  ,  ,  
179,01-12-2011,0.318799621,  ,  ,  
180,1/13/2011,0.3176,  ,  ,  
181,1/14/2011,0.399990006,HIGH*,  ,  
182,1/15/2011,0.386,  ,  ,  
183,1/16/2011,0.38679,  ,  ,  
184,1/17/2011,0.3495,  ,  ,  
185,1/18/2011,0.31299,LOW*,  ,  
186,1/19/2011,0.31299,  ,  ,  
187,1/20/2011,0.39,  ,  ,  
188,1/21/2011,0.41991,  ,  ,  
189,1/22/2011,0.440035529,  ,  ,  
190,1/23/2011,0.4424,  ,  ,  
191,1/24/2011,0.4199,  ,  ,  
192,1/25/2011,0.41,  ,  ,  
193,1/26/2011,0.41508513,  ,  ,  
194,1/27/2011,0.4212,  ,  ,  
195,1/28/2011,0.444484044,  ,  ,  
196,1/29/2011,0.439,  ,  ,  
197,1/30/2011,0.477142034,  ,  ,  
198,1/31/2011,0.52513687,  ,  ,  
199,02-01-2011,0.707510117,  ,  ,  
200,02-02-2011,0.725434822,HIGH*,  ,  
201,02-03-2011,0.693898368,LOW*,  ,  
202,02-04-2011,0.810958971,  ,  ,  
203,02-05-2011,0.911671477,  ,  ,  
204,02-06-2011,0.898,  ,  ,  
205,02-07-2011,0.88942137,  ,  ,  
206,02-08-2011,0.918,  ,  ,  
207,02-09-2011,1.016050245,  ,  ,  
208,02-10-2011,0.979652963,  ,  ,  
209,02-11-2011,1.054069454,  ,  ,  
210,02-12-2011,1.078703284,HIGH,HIGH,  
211,2/13/2011,1.05,  ,  ,  
212,2/14/2011,1.070012624,  ,  ,  
213,2/15/2011,1.05,  ,  ,  
214,2/16/2011,1.031687629,  ,  ,  
215,2/17/2011,1.039923198,  ,  ,  
216,2/18/2011,0.898955915,  ,  ,  
217,2/19/2011,0.944028117,  ,  ,  
218,2/20/2011,0.865,  ,  ,  
219,2/21/2011,0.835747428,LOW,  ,  
220,2/22/2011,0.87704178,  ,  ,  
221,2/23/2011,0.9,  ,  ,  
222,2/24/2011,0.989095266,HIGH,  ,  
223,2/25/2011,0.914652002,  ,  ,  
224,2/26/2011,0.958,  ,  ,  
225,2/27/2011,0.895033115,  ,  ,  
226,2/28/2011,0.860220923,  ,  ,  
227,03-01-2011,0.921096892,  ,  ,  
228,03-02-2011,0.9399,  ,  ,  
229,03-03-2011,0.939073383,  ,  ,  
230,03-04-2011,0.9011,  ,  ,  
231,03-05-2011,0.907840607,  ,  ,  
232,03-06-2011,0.884770973,  ,  ,  
233,03-07-2011,0.877583864,  ,  ,  
234,03-08-2011,0.866071591,  ,  ,  
235,03-09-2011,0.86,  ,  ,  
236,03-10-2011,0.92067031,  ,  ,  
237,03-11-2011,0.88,  ,  ,  
238,03-12-2011,0.917815513,  ,  ,  
239,3/13/2011,0.89249,  ,  ,  
240,3/14/2011,0.893924923,  ,  ,  
241,3/15/2011,0.87224,  ,  ,  
242,3/16/2011,0.851211666,  ,  ,  
243,3/17/2011,0.82542,  ,  ,  
244,3/18/2011,0.801959208,  ,  ,  
245,3/19/2011,0.765,  ,  ,  
246,3/20/2011,0.7415,LOW,  ,  
247,3/21/2011,0.75897,  ,  ,  
248,3/22/2011,0.809130293,  ,  ,  
249,3/23/2011,0.84971,  ,  ,  
250,3/24/2011,0.872374366,  ,  ,  
251,3/25/2011,0.88377,HIGH,  ,  
252,3/26/2011,0.8552,  ,  ,  
253,3/27/2011,0.822,  ,  ,  
254,3/28/2011,0.7947405,  ,  ,  
255,3/29/2011,0.792509942,  ,  ,  
256,3/30/2011,0.789706312,  ,  ,  
257,3/31/2011,0.78461,  ,  ,  
258,04-01-2011,0.77411,  ,  ,  
259,04-02-2011,0.78199,  ,  ,  
260,04-03-2011,0.779,  ,  ,  
261,04-04-2011,0.68,LOW,LOW,  
262,04-05-2011,0.715691835,  ,  ,  
263,04-06-2011,0.74,  ,  ,  
264,04-07-2011,0.7538,  ,  ,  
265,04-08-2011,0.74999,  ,  ,  
266,04-09-2011,0.734060517,  ,  ,  
267,04-10-2011,0.733156821,  ,  ,  
268,04-11-2011,0.770113933,  ,  ,  
269,04-12-2011,0.861381608,  ,  ,  
270,4/13/2011,0.930320058,  ,  ,  
271,4/14/2011,0.998629766,  ,  ,  
272,4/15/2011,0.983673137,  ,  ,  
273,4/16/2011,1.046632858,  ,  ,  
274,4/17/2011,1.098122098,  ,  ,  
275,4/18/2011,1.149433312,  ,  ,  
276,4/19/2011,1.185162221,  ,  ,  
277,4/20/2011,1.142125985,  ,  ,  
278,4/21/2011,1.207338872,  ,  ,  
279,4/22/2011,1.404505082,  ,  ,  
280,4/23/2011,1.828852301,HIGH*,  ,  
281,4/24/2011,1.63198422,  ,  ,  
282,4/25/2011,1.564483635,LOW*,  ,  
283,4/26/2011,1.77084089,  ,  ,  
284,4/27/2011,1.903175959,  ,  ,  
285,4/28/2011,2.285744466,  ,  ,  
286,4/29/2011,2.85060509,  ,  ,  
287,4/30/2011,3.5,  ,  ,  
288,05-01-2011,3.094227553,  ,  ,  
289,05-02-2011,3.2,  ,  ,  
290,05-03-2011,3.360585704,  ,  ,  
291,05-04-2011,3.408673047,  ,  ,  
292,05-05-2011,3.343736684,  ,  ,  
293,05-06-2011,3.455075584,  ,  ,  
294,05-07-2011,3.641262978,  ,  ,  
295,05-08-2011,3.848668377,  ,  ,  
296,05-09-2011,3.804089582,  ,  ,  
297,05-10-2011,5.651667002,  ,  ,  
298,05-11-2011,5.439751044,  ,  ,  
299,05-12-2011,6.334878694,  ,  ,  
300,5/13/2011,8.139034867,HIGH,  ,  
301,5/14/2011,7.007243829,  ,,  
302,5/15/2011,6.924924845,  ,  ,  
303,5/16/2011,7.885140745,  ,  ,  
304,5/17/2011,7.257199541,  ,  ,  
305,5/18/2011,6.763163362,  ,  ,  
306,5/19/2011,6.890143632,  ,  ,  
307,5/20/2011,5.618096219,LOW,  ,  
308,5/21/2011,6.084800667,  ,  ,  
309,5/22/2011,6.71195604,  ,  ,  
310,5/23/2011,7.065256784,  ,  ,  
311,5/24/2011,7.402660582,  ,  ,  
312,5/25/2011,8.569289637,  ,  ,  
313,5/26/2011,8.782155434,  ,  ,  
314,5/27/2011,8.528658468,  ,  ,  
315,5/28/2011,8.34926912,  ,  ,  
316,5/29/2011,8.400953472,  ,  ,  
317,5/30/2011,8.779342465,  ,  ,  
318,5/31/2011,8.721576422,  ,  ,  
319,06-01-2011,9.623777232,  ,  ,  
320,06-02-2011,10.70276023,  ,  ,  
321,06-03-2011,14.26464677,  ,  ,  
322,06-04-2011,18.31273873,  ,  ,  
323,06-05-2011,16.5433424,  ,  ,  
324,06-06-2011,18.40209864,  ,  ,  
325,06-07-2011,23.23787846,  ,  ,  
326,06-08-2011,29.02992133,HIGH,HIGH,  
327,06-09-2011,28.79054402,  ,  ,  
328,06-10-2011,24.04939923,  ,  ,  
329,06-11-2011,14.74974663,LOW,LOW,  
330,06-12-2011,18.85014473,  ,  ,  
331,6/13/2011,19.54232911,HIGH,HIGH,  
332,6/14/2011,19.25773551,  ,  ,  
333,6/15/2011,19.46414262,  ,  ,  
334,6/16/2011,17.92936254,  ,  ,  
335,6/17/2011,15.43636891,  ,  ,  
336,6/18/2011,16.87540454,  ,  ,  
337,6/19/2011,17.51071679,  ,  ,  
338,6/20/2011,17.51071679,  ,  ,  
339,6/21/2011,17.51071679,  ,  ,  
340,6/22/2011,17.51071679,  ,  ,  
341,6/23/2011,17.51071679,  ,  ,  
342,6/24/2011,17.51071679,  ,  ,  
343,6/25/2011,17.51071679,  ,  ,  
344,6/26/2011,16.36134202,  ,  ,  
345,6/27/2011,16.75228581,  ,,  
346,6/28/2011,16.96183531,  ,  ,  
347,6/29/2011,16.85456832,  ,  ,  
348,6/30/2011,16.18526278,  ,  ,  
349,07-01-2011,15.4203574,  ,  ,  
350,07-02-2011,15.38284407,  ,  ,  
351,07-03-2011,15.45755056,  ,  ,  
352,07-04-2011,13.85279681,  ,  ,  
353,07-05-2011,12.96481771,LOW,  ,  
354,07-06-2011,14.71478358,  ,  ,  
355,07-07-2011,14.79728916,HIGH,  ,  
356,07-08-2011,14.2990377,  ,  ,  
357,07-09-2011,14.38150067,  ,  ,  
358,07-10-2011,14.62293755,  ,  ,  
359,07-11-2011,14.31015543,  ,  ,  
360,07-12-2011,14.02127262,  ,  ,  
361,7/13/2011,13.97145452,  ,  ,  
362,7/14/2011,13.99797455,  ,  ,  
363,7/15/2011,13.80639041,  ,  ,  
364,7/16/2011,13.7130793,  ,  ,  
365,7/17/2011,13.25813531,LOW,  ,  
366,7/18/2011,13.63052125,  ,  ,  
367,7/19/2011,13.82479484,  ,  ,  
368,7/20/2011,13.67833059,  ,  ,  
369,7/21/2011,13.61180844,  ,  ,  
370,7/22/2011,13.69854733,  ,  ,  
371,7/23/2011,13.68171834,  ,  ,  
372,7/24/2011,13.99251518,  ,  ,  
373,7/25/2011,14.03342538,HIGH,  ,  
374,7/26/2011,13.87803232,  ,  ,  
375,7/27/2011,13.87822476,  ,  ,  
376,7/28/2011,13.49159108,  ,  ,  
377,7/29/2011,13.51231639,  ,  ,  
378,7/30/2011,13.54028067,  ,  ,  
379,7/31/2011,13.3729061,  ,  ,  
380,08-01-2011,13.01911385,  ,  ,  
381,08-02-2011,12.21415644,  ,  ,  
382,08-03-2011,9.286356914,  ,  ,  
383,08-04-2011,10.76850375,  ,  ,  
384,08-05-2011,9.73015396,  ,  ,  
385,08-06-2011,6.964169736,LOW,LOW*,  
386,08-07-2011,8.501793292,  ,  ,  
387,08-08-2011,7.775337638,  ,  ,  
388,08-09-2011,9.802499481,  ,  ,  
389,08-10-2011,10.05125313,  ,  ,  
390,08-11-2011,9.438412995,  ,  ,  
391,08-12-2011,9.452993285,  ,  ,  
392,8/13/2011,10.00402474,  ,  ,  
393,8/14/2011,10.80682077,  ,  ,  
394,8/15/2011,11.13069655,  ,  ,  
395,8/16/2011,10.99196557,  ,  ,  
396,8/17/2011,10.96396406,  ,  ,  
397,8/18/2011,10.85847146,  ,  ,  
398,8/19/2011,11.67047304,HIGH,HIGH*,  
399,8/20/2011,11.45973174,  ,  ,  
400,8/21/2011,11.35448134,  ,  ,  
401,8/22/2011,10.92089582,  ,  ,  
402,8/23/2011,10.91724505,  ,  ,  
403,8/24/2011,10.87044429,  ,  ,  
404,8/25/2011,9.546093674,  ,  ,  
405,8/26/2011,8.126920163,LOW*,  ,  
406,8/27/2011,8.596497607,  ,  ,  
407,8/28/2011,9.0308664,HIGH*,  ,  
408,8/29/2011,8.961157271,  ,  ,  
409,8/30/2011,8.809948738,  ,  ,  
410,8/31/2011,8.199151764,  ,  ,  
411,09-01-2011,8.234281665,  ,  ,  
412,09-02-2011,8.621424438,  ,  ,  
413,09-03-2011,8.449653441,  ,  ,  
414,09-04-2011,8.203470602,  ,  ,  
415,09-05-2011,7.597332525,  ,  ,  
416,09-06-2011,6.846530029,  ,  ,  
417,09-07-2011,7.162970274,  ,  ,  
418,09-08-2011,6.67818,  ,  ,  
419,09-09-2011,4.986777042,  ,  ,  
420,09-10-2011,4.742846655,LOW,  ,  
421,09-11-2011,5.852903973,  ,  ,  
422,09-12-2011,6.090629472,  ,  ,  
423,9/13/2011,5.802523277,  ,  ,  
424,9/14/2011,5.59743261,  ,  ,  
425,9/15/2011,4.867755185,  ,  ,  
426,9/16/2011,4.831168101,  ,  ,  
427,9/17/2011,4.775285635,  ,  ,  
428,9/18/2011,5.236732278,  ,  ,  
429,9/19/2011,5.520376692,  ,  ,  
430,9/20/2011,6.146665552,HIGH,  ,  
431,9/21/2011,5.597067498,  ,  ,  
432,9/22/2011,5.475048777,  ,  ,  
433,9/23/2011,5.56342142,  ,  ,  
434,9/24/2011,5.457889687,  ,  ,  
435,9/25/2011,5.341154881,  ,  ,  
436,9/26/2011,4.873826081,  ,  ,  
437,9/27/2011,4.911157793,  ,  ,  
438,9/28/2011,4.763415321,LOW*,  ,  
439,9/29/2011,4.777660978,  ,  ,  
440,9/30/2011,5.14368591,HIGH*,  ,  
441,10-01-2011,5.034070545,  ,  ,  
442,10-02-2011,5.007062597,  ,  ,  
443,10-03-2011,5.02284486,  ,  ,  
444,10-04-2011,4.956805621,  ,  ,  
445,10-05-2011,4.885067131,  ,  ,  
446,10-06-2011,4.730166296,  ,  ,  
447,10-07-2011,4.276035757,  ,  ,  
448,10-08-2011,3.981252994,  ,  ,  
449,10-09-2011,4.111634643,  ,,  
450,10-10-2011,4.074962484,  ,  ,  
451,10-11-2011,4.008924496,  ,  ,  
452,10-12-2011,4.166235342,  ,  ,  
453,10/13/2011,4.03698109,  ,  ,  
454,10/14/2011,3.986280885,  ,  ,  
455,10/15/2011,3.83733856,  ,  ,  
456,10/16/2011,3.609741717,  ,  ,  
457,10/17/2011,2.581246722,  ,  ,  
458,10/18/2011,2.422274738,  ,  ,  
459,10/19/2011,2.217254713,LOW,  ,  
460,10/20/2011,2.356123508,  ,  ,  
461,10/21/2011,2.570092305,  ,  ,  
462,10/22/2011,3.155486139,  ,  ,  
463,10/23/2011,3.14775093,  ,  ,  
464,10/24/2011,2.522935998,  ,  ,  
465,10/25/2011,2.801923831,  ,  ,  
466,10/26/2011,2.777505239,  ,  ,  
467,10/27/2011,3.045407828,  ,  ,  
468,10/28/2011,3.179639437,  ,  ,  
469,10/29/2011,3.569188969,HIGH,  ,  
470,10/30/2011,3.257403723,  ,  ,  
471,10/31/2011,3.265098213,  ,  ,  
472,11-01-2011,3.171007743,  ,  ,  
473,11-02-2011,3.255800567,  ,  ,  
474,11-03-2011,3.168316385,  ,  ,  
475,11-04-2011,3.120118172,  ,  ,  
476,11-05-2011,2.977817598,  ,  ,  
477,11-06-2011,2.962720577,  ,  ,  
478,11-07-2011,3.017757687,  ,  ,  
479,11-08-2011,3.056567111,  ,  ,  
480,11-09-2011,2.919567224,  ,  ,  
481,11-10-2011,2.856702085,  ,  ,  
482,11-11-2011,3.067861733,  ,  ,  
483,11-12-2011,3.025522996,  ,  ,  
484,11/13/2011,2.986373303,  ,  ,  
485,11/14/2011,2.224224464,  ,  ,  
486,11/15/2011,2.322384116,  ,  ,  
487,11/16/2011,2.546780931,  ,  ,  
488,11/17/2011,2.279095836,  ,  ,  
489,11/18/2011,2.105066003,LOW,LOW,LOW
490,11/19/2011,2.203456722,  ,  ,  
491,11/20/2011,2.20198951,  ,  ,  
492,11/21/2011,2.279879165,  ,  ,  
493,11/22/2011,2.322458596,  ,  ,  
494,11/23/2011,2.330323568,  ,  ,  
495,11/24/2011,2.438879,  ,  ,  
496,11/25/2011,2.496161003,  ,  ,  
497,11/26/2011,2.471799969,  ,  ,  
498,11/27/2011,2.477564951,  ,  ,  
499,11/28/2011,2.541240252,  ,  ,  
500,11/29/2011,2.757698483,  ,  ,  
501,11/30/2011,2.966041546,  ,  ,  
502,12-01-2011,3.08258945,  ,  ,  
503,12-02-2011,3.100402333,HIGH*,  ,  
504,12-03-2011,2.803856185,LOW*,  ,  
505,12-04-2011,2.819693976,  ,  ,  
506,12-05-2011,2.874796227,  ,  ,  
507,12-06-2011,3.025360451,  ,  ,  
508,12-07-2011,2.985502421,  ,  ,  
509,12-08-2011,2.991880483,  ,  ,  
510,12-09-2011,2.955791952,  ,  ,  
511,12-10-2011,3.068975267,  ,  ,  
512,12-11-2011,3.249268847,  ,  ,  
513,12-12-2011,3.187335357,  ,  ,  
514,12/13/2011,3.241088409,  ,  ,  
515,12/14/2011,3.155086504,  ,  ,  
516,12/15/2011,3.203138541,  ,  ,  
517,12/16/2011,3.209137777,  ,  ,  
518,12/17/2011,3.192541704,  ,  ,  
519,12/18/2011,3.194010809,  ,  ,  
520,12/19/2011,3.525773919,  ,  ,  
521,12/20/2011,3.952550827,  ,  ,  
522,12/21/2011,3.888993251,  ,  ,  
523,12/22/2011,3.903060421,  ,  ,  
524,12/23/2011,3.937965076,  ,  ,  
525,12/24/2011,3.939419119,  ,  ,  
526,12/25/2011,4.233866878,HIGH*,  ,  
527,12/26/2011,3.999121964,LOW*,  ,  
528,12/27/2011,4.095518546,  ,  ,  
529,12/28/2011,4.207295876,  ,  ,  
530,12/29/2011,4.173352227,  ,  ,  
531,12/30/2011,4.31063509,  ,  ,  
532,12/31/2011,4.714306331,  ,  ,  
533,01-01-2012,5.294842777,  ,  ,  
534,01-02-2012,5.204877892,  ,  ,  
535,01-03-2012,4.870508829,  ,  ,  
536,01-04-2012,5.585706267,  ,  ,  
537,01-05-2012,6.874000877,  ,  ,  
538,01-06-2012,6.68331664,  ,  ,  
539,01-07-2012,6.796227981,  ,  ,  
540,01-08-2012,7.096650566,HIGH,HIGH,  
541,01-09-2012,6.288538342,LOW*,  ,  
542,01-10-2012,6.528474555,  ,  ,  
543,01-11-2012,6.889127721,  ,  ,  
544,01-12-2012,6.773564196,  ,  ,  
545,1/13/2012,6.45436889,  ,  ,  
546,1/14/2012,6.761727143,  ,  ,  
547,1/15/2012,7.046922558,HIGH*,  ,  
548,1/16/2012,6.715607667,  ,  ,  
549,1/17/2012,5.59962195,  ,  ,  
550,1/18/2012,5.900231288,  ,  ,  
551,1/19/2012,6.315706342,  ,  ,  
552,1/20/2012,6.501491988,  ,  ,  
553,1/21/2012,6.180568326,  ,  ,  
554,1/22/2012,6.302967227,  ,  ,  
555,1/23/2012,6.374876077,  ,  ,  
556,1/24/2012,6.274476476,  ,  ,  
557,1/25/2012,5.810465072,  ,  ,  
558,1/26/2012,5.367226954,  ,  ,  
559,1/27/2012,5.303137197,LOW,  ,  
560,1/28/2012,5.659796775,  ,  ,  
561,1/29/2012,5.391429457,  ,  ,  
562,1/30/2012,5.503481939,  ,  ,  
563,1/31/2012,5.538220296,  ,  ,  
564,02-01-2012,6.075232652,  ,  ,  
565,02-02-2012,6.099572913,HIGH,  ,  
566,02-03-2012,5.951610928,  ,  ,  
567,02-04-2012,5.895413239,  ,  ,  
568,02-05-2012,5.678115717,  ,  ,  
569,02-06-2012,5.482664058,  ,  ,  
570,02-07-2012,5.6620277,  ,  ,  
571,02-08-2012,5.61852819,  ,  ,  
572,02-09-2012,5.835699854,  ,  ,  
573,02-10-2012,5.937834155,  ,  ,  
574,02-11-2012,5.612132853,  ,  ,  
575,02-12-2012,5.519097169,  ,  ,  
576,2/13/2012,5.348354559,  ,  ,  
577,2/14/2012,4.483654092,  ,  ,  
578,2/15/2012,4.325520322,  ,  ,  
579,2/16/2012,4.255239045,LOW,LOW,  
580,2/17/2012,4.391538373,  ,  ,  
581,2/18/2012,4.270081278,  ,  ,  
582,2/19/2012,4.389551458,  ,  ,  
583,2/20/2012,4.365135939,  ,  ,  
584,2/21/2012,4.315115602,  ,  ,  
585,2/22/2012,4.419310288,  ,  ,  
586,2/23/2012,5.039515118,HIGH,  ,  
587,2/24/2012,5.025608759,  ,  ,  
588,2/25/2012,4.772567381,  ,  ,  
589,2/26/2012,4.926420852,  ,  ,  
590,2/27/2012,4.952515756,  ,  ,  
591,2/28/2012,4.857257776,  ,  ,  
592,2/29/2012,4.872748756,  ,  ,  
593,03-01-2012,4.922072124,  ,  ,  
594,03-02-2012,4.714823587,  ,  ,  
595,03-03-2012,4.628193252,LOW,  ,  
596,03-04-2012,4.834144482,  ,  ,  
597,03-05-2012,4.982392904,  ,  ,  
598,03-06-2012,4.987841352,  ,  ,  
599,03-07-2012,4.949112885,  ,  ,  
600,03-08-2012,4.934979495,  ,  ,  
601,03-09-2012,4.872297847,  ,  ,  
602,03-10-2012,4.841423805,  ,  ,  
603,03-11-2012,4.892028752,  ,  ,  
604,03-12-2012,4.910839379,  ,  ,  
605,3/13/2012,5.290880279,  ,  ,  
606,3/14/2012,5.390543292,HIGH,HIGH,  
607,3/15/2012,5.340820899,  ,  ,  
608,3/16/2012,5.339574791,  ,  ,  
609,3/17/2012,5.236003554,  ,  ,  
610,3/18/2012,5.270148985,  ,  ,  
